INF,,0X1.8P+1,0.00300000000000000006245004513517
0X1.8P+1,,-NAN,0.00100000000000000002081668171172
0X1.8P+1,,-NAN,0.00000000000000000000000000000000
0X1.8P+3,,-NAN,0.00000000000000000000000000000000
-NAN,,-NAN,0.00000000000000000000000000000000
0X0P+0,,-NAN,0.00000000000000000000000000000000
0X1P+3,,0X1P+2,0.00800000000000000016653345369377
0X1.6P+3,,-0X1.8P+1,0.00100000000000000002081668171172
0X1.CP+3,,0X1P-1022,0.00300000000000000006245004513517
0X1P-1022,,0X0P+0,0.01600000000000000033306690738755
0X1P-1022,,0X0P+0,0.00100000000000000002081668171172
-0X1P-1022,,0X0P+0,0.00000000000000000000000000000000
0X1.FFFFFFFFFFFFFP+1023,,-0X1P-1022,0.00200000000000000004163336342344
0X1P-1022,,0X0P+0,0.00100000000000000002081668171172
-0X1P-1022,,0X0P+0,0.00200000000000000004163336342344
