cos(x+y)=-sin(x)*sin(y)+cos(x)*cos(y),0X0P+0,0X1.921FB54442D18P+0,0X1.1A62633145C06P-54,0.00000000000000000000000000000000,0X1.1A62633145C06P-54,0.00000000000000000000000000000000
cos(x+y)=-sin(x)*sin(y)+cos(x)*cos(y),0X1.921FB54442D18P+0,0X1.0C152382D7365P+0,-0X1.BB67AE8584CAAP-1,0.00000000000000000000000000000000,-0X1.BB67AE8584CAAP-1,0.00000000000000000000000000000000
cos(x+y)=-sin(x)*sin(y)+cos(x)*cos(y),0X1.0C152382D7365P+0,0X1.921FB54442D18P-1,-0X1.0907DC193068EP-2,0.00000000000000000000000000000000,-0X1.0907DC193068EP-2,0.00000000000000000000000000000000
cos(x+y)=-sin(x)*sin(y)+cos(x)*cos(y),0X1.921FB54442D18P-1,0X1.41B2F769CF0EP-1,0X1.4060B67A85376P-3,0.00000000000000000000000000000000,0X1.4060B67A85376P-3,0.00000000000000000000000000000000
cos(x+y)=-sin(x)*sin(y)+cos(x)*cos(y),0X1.41B2F769CF0EP-1,0X1.0C152382D7365P-1,0X1.A07F921061AD2P-2,0.00000000000000000000000000000000,0X1.A07F921061AD2P-2,0.00000000000000000000000000000000
cos(x+y)=-sin(x)*sin(y)+cos(x)*cos(y),0X1.0C152382D7365P-1,0X1.921FB54442D18P-2,0X1.37AF93F9513EAP-1,0.00000000000000000000000000000000,0X1.37AF93F9513EAP-1,0.00000000000000000000000000000000
cos(x+y)=-sin(x)*sin(y)+cos(x)*cos(y),0X1.921FB54442D18P-2,0X1.41B2F769CF0EP-2,0X1.8553EE43DEF13P-1,0.00000000000000000000000000000000,0X1.8553EE43DEF13P-1,0.00000000000000000000000000000000
cos(x+y)=-sin(x)*sin(y)+cos(x)*cos(y),0X1.41B2F769CF0EP-2,0X1.0C152382D7365P-2,0X1.AD663A8AE2FDCP-1,0.00000000000000000000000000000000,0X1.AD663A8AE2FDCP-1,0.00000000000000000000000000000000
cos(x+y)=-sin(x)*sin(y)+cos(x)*cos(y),0X1.0C152382D7365P-2,0X0P+0,0X1.EE8DD4748BF14P-1,0.00000000000000000000000000000000,0X1.EE8DD4748BF14P-1,0.00000000000000000000000000000000
cos(x+y)=-sin(x)*sin(y)+cos(x)*cos(y),0X1.0F0CF064DD592P+73,0X1.E392010175EE6P-74,0X1.0BE2CEF01C8F3P-1,0.00000000000000000000000000000000,0X1.0BE2CEF01C8F3P-1,0.00000000000000000000000000000000
