exp(a)/exp(b)=exp(a-b),0X0P+0,0X1.4P+2,0X1.B993FE00D5376P-8,0.00500000000000000010408340855861,0X1.B993FE00D5376P-8,0.00100000000000000002081668171172
exp(a)/exp(b)=exp(a-b),0X1P+1,-0X1P+1,0X1.B4C902E273A58P+5,0.00100000000000000002081668171172,0X1.B4C902E273A58P+5,0.00000000000000000000000000000000
exp(a)/exp(b)=exp(a-b),0X1P+1,0X0P+0,0X1.D8E64B8D4DDAEP+2,0.00100000000000000002081668171172,0X1.D8E64B8D4DDAEP+2,0.00000000000000000000000000000000
exp(a)/exp(b)=exp(a-b),-0X1P+1,0X1.4P+2,0X1.DE16B9C24A99P-11,0.00000000000000000000000000000000,0X1.DE16B9C24A98FP-11,0.00000000000000000000000000000000
exp(a)/exp(b)=exp(a-b),-0X1P+1,0X1.0F0CF064DD592P+73,0X0P+0,0.00100000000000000002081668171172,0X0P+0,0.00100000000000000002081668171172
exp(a)/exp(b)=exp(a-b),0X1P+3,0X1P+3,0X1P+0,0.00100000000000000002081668171172,0X1P+0,0.00000000000000000000000000000000
exp(a)/exp(b)=exp(a-b),-0X1.E392010175EE6P-74,-0X1.82DB34012B251P-77,0X1P+0,0.00000000000000000000000000000000,0X1P+0,0.00100000000000000002081668171172
exp(a)/exp(b)=exp(a-b),0X1.0F0CF064DD592P+73,0X1.8P+1,INF,0.00000000000000000000000000000000,INF,0.00100000000000000002081668171172
exp(a)/exp(b)=exp(a-b),0X1P-1022,0X1.8P+1,0X1.97DB0CCCEB0AFP-5,0.00000000000000000000000000000000,0X1.97DB0CCCEB0AFP-5,0.00100000000000000002081668171172
exp(a)/exp(b)=exp(a-b),0X1.FFFFFFFFFFFFFP+1023,0X1.8P+1,INF,0.00000000000000000000000000000000,INF,0.00000000000000000000000000000000
